"","BAI_GR","BIO_GR","Height.DBH.Ratio","Estem","Branching.Distance","Twig.Diameter","Twig.Wood.Density","Stem.Wood.Density","Leaf.Mass.Fraction","Leaf.Area","LMA","LCC","LNC","LPC","d15N","t.b2","Ks","Ktwig","Huber.Value","X.Lum","VD","X.Sapwood","d13C","Biomass5","pcent.max.Bio5","Tree.Height","Branch.Height","Root.Wood.Density","Twig.branching.angle","Hmax","Shade.Tolerance","Drought.Tolerance","WaterLogging.Tolerance","Porosity_Diffuse","Porosity_Ring","Soil.Fertility","Light","Temperature","pH","Slope"
"J10ACSA19",0.0837559039999999,0.0424493528990008,120,2807.718523,16.75,5.44,0.65688549,0.79003034,0.85520285,43.4278125,36.25268945,48.4995,1.9037,8.33946493,-6.12108284,0.02703713,24.65822365,432.6666406,0.01189264,0.05427032,7375.444935,0.89363822,-30.81102547,0.34898293,0.00761516,384,3.3,0.551916274,60.024,35,4.76,2.88,3.37,1,0,-0.275434463737142,-0.670105981912434,0.00687349434918749,0.874903669352397,-1.51664918948952
"J10AMSP12",0.922118784,0.124933187733367,98.29268293,2012.670184,8,4.395,0.62760602,0.89003906,1.00070175,13.62967213,46.22268195,47.4691,2.5345,11.5421537,-4.73663479,0.02222068,43.61019192,829.0944199,0.00673115,0.13965568,5447.321348,0.96824688,-30.72773155,4.61059392,0.22353442,403,3.9,0.750028382,57.9317,12,3.9,2.58,1.358,1,0,0.372954430069687,-0.940263421124229,0.297847029024664,0.444011270649494,-0.300628091218359
"J10FAG15",0.936495064,0.220496777636204,141.4285714,3871.404188,9.77777778,3.725,0.6042533,0.75105399,1.54271802,51.985625,34.37248278,47.9494,2.2764,10.15500101,-3.18216334,0.01726466,41.18362907,767.8101785,0.00721477,0.117634,5979.837344,0.9495096,-31.70953758,4.68247532,0.3202161,396,3.2,0.672326924,71.62496667,25,4.75,1.5,1.5,1,0,0.237362829519427,-0.871139755149353,0.167574360149267,-0.116831333201051,-0.729479846564569
"J10FRA19",0.407720136,0.0653282570003958,113.9473684,3121.343102,56,8.935,0.54812149,0.7678219,1.18893491,354.2825,44.15614658,46.4648,2.5594,12.08830481,-7.86346443,0.02363995,337.2024607,1420.26745,0.08723904,0.14587747,19565.18203,0.21451097,-30.60815605,2.03860068,0.14591301,433,3.2,0.63447988,32.5759,30,2.46,2.38,2.59,0,1,-0.202547699437248,-0.927316652150846,-0.28925357358634,-0.332655468549134,0.0219156536917738
"J10OSV19",0.247347564,0.244220547047493,193.3333333,4496.479369,8.28571429,3.76,0.58301348,0.7995936,1.53810132,19.58761905,36.05290028,47.7029,2.1661,8.47040947,-3.07207354,0.01943153,45.66849898,874.9587068,0.00656972,0.07918785,7042.175693,0.97575532,-31.26575073,1.23673782,0.18120216,290,2.9,0.737303054,69.08508,12,4.58,3.25,1.07,1,0,-0.50465864299523,-0.347209686438401,0.171956828837647,0.589282130073616,-1.22044265528599
"J10PRS11",0.712056358,0.131712039222946,98.38709677,1384.758439,11.30769231,5.43,0.5945464,0.74416244,1.25631637,22.74170213,50.80178882,47.37505978,2.9356,10.6626721,-5.92586556,0.02589995,45.11235151,863.5253954,0.0090126,0.14170496,4933.1,0.97487685,-29.18777306,3.56028179,0.20084238,305,2.7,0.566377342,49.44392857,22,2.46,3.02,1.06,1,0,0.352972977838108,-0.781610466033943,0.262510393279994,-0.429498728378985,-0.664026314002104
"J11ACP9",0.116256656,0.0693603588444861,131.3043478,1889.930674,36.33333333,5.405,0.44961241,0.56262774,0.54621309,128.66125,24.80350533,42.48747492,2.3974,15.71030643,-4.48467865,0.0220676,34.23878229,484.7949762,0.0095984,0.08420606,6522.291232,0.72112393,-30.68918068,0.58128327,0.0507526,302,2,0.60507326,50.0092,10,3.56,2,1,1,0,-0.269588768774583,-0.774038271916683,1.0476490872691,1.12549218139385,-0.437961061127868
"J11AMSP14",0.464706466,0.544484371871896,267.3684211,6619.639397,14.91666667,4.65,0.61254573,0.87597938,0.76461769,15.79137931,51.07544492,46.6836,2.2905,12.66682909,-2.71104437,0.00794417,63.9744543,1187.480358,0.00529215,0.15204918,8093.523167,0.94534418,-30.3898085,2.32353233,0.10994809,508,3.6,0.658798394,51.79415,12,1.938,2.144,1.408,1,0,0.149963721600298,-1.27567483378663,0.786386657261331,0.898023016940857,-0.39353526326556
"J11BEA6",0.374048192,0.385507611639454,210.9677419,4774.756829,9.85714286,4.31,0.53803359,0.64262295,1.49438669,19.9,33.76884422,46.8291,2.0502,10.98919808,-2.12705718,0.01956598,86.73651596,1689.660289,0.0030214,0.10101994,13396.73355,0.99212761,-30.66197403,3.8584681,0.201626816,327,2,0.62009534,64.6842,25,3.17,3,2,1,0,-0.0576564513243537,-1.31576703445086,0.802338799159243,0.655485621134856,0.307473207109922
"J11BEA7",0.810929862,1.13128175387437,214.8571429,4962.812215,40,4.43,0.52701882,0.59119196,2.17432647,26.2825,46.9775516,48.7942,2.3536,13.85811754,-1.35881122,0.02394465,15.50386653,301.8042009,0.00637347,0.07399772,9665.437573,0.99141474,-31.11229691,4.05464931,0.17744553,376,2.7,0.66108787,69.94883333,25,3.17,3,2,1,0,0.674953938673753,-1.44508234794762,0.958480518788579,0.427124038053336,-0.944453706606776
"J11BEPO11",0.012821982,0.442701543405676,128.9473684,1069.784403,28.2,3.81,0.53233245,0.52636816,0.89176471,12.41448276,51.63602022,49.67241821,3.3173,14.09329873,-3.20521894,0.01970656,38.35987793,736.3124051,0.00321695,0.10885396,4383.95696,0.97758608,-29.74619896,0.06410991,0.05906978,245,1.8,0.61400271,44.4195,15,1.5,2.34,1,1,0,-0.47676558678378,-1.40257964867142,0.191340307450522,0.685925790209309,0.0587094919761105
"J11BEPO12",0.213797942,1.39266907104329,108.4848485,3069.050836,14.36363636,4.64,0.54046706,0.59228473,0.92688782,10.98089286,53.85978892,51.41695267,2.8457,18.58994924,-0.57481387,0.01367391,72.00436784,1384.228269,0.00384275,0.11814458,8633.222818,0.97908181,-30.88110001,1.06898972,1,537,4.4,0.41607565,47.276,15,1.5,2.34,1,1,0,0.463394235119946,-1.34887571319939,0.999125990323193,0.51896089530499,-0.646733336235442
"J11COA6",0.871704232,0.262911981646645,132.5714286,3934.574913,21.83333333,6.14,0.53932208,0.60053333,0.38974366,27.53965517,28.71094973,44.5831,2.6785,13.72755983,-1.64249736,0.01820212,35.6573934,550.8337994,0.00723731,0.12143026,5652.919906,0.78675787,-31.50082573,4.35852116,0.48056787,464,3.6,0.67016807,51.2557,10,4,1.77,1.02,1,0,-0.240370099737859,-0.773929401348779,1.26740171869618,0.0353263820447145,-0.105811329044942
"J11POG7",2.219354056,1.0199514869616,183.6111111,9105.990621,13,5.975,0.42548901,0.45961732,1.92444983,21.70577778,70.02743765,41.7582,2.6071,16.08503237,-1.00392173,0.02007607,115.3446276,2097.167708,0.00918725,0.17835556,4265.953521,0.92598916,-29.59481819,11.09677029,0.28479529,661,5.5,0.610604002,59.63975,20,1.21,2.5,2,1,0,0.16328732620688,-1.23648326693439,0.982402583695208,0.385207109600923,0.307892724305191
"J11POT11",1.210008268,0.442543195916195,172.4242424,6964.813515,11,5.725,0.51439097,0.5764557,1.71323529,14.926,80.27937827,48.858,2.8376,12.35296523,-2.13554724,0.00275609,41.28901846,788.8702071,0.00644598,0.11142297,4849.766496,0.97306333,-29.3259581,6.05004134,0.23664473,569,3.5,0.6290993,74.54733333,25,1.21,1.77,1.77,1,0,0.425658106372041,-1.46677857289558,0.734952830445347,0.595719219364903,-0.614456022148117
"J11POT12",0.436597538,0.851961294604723,203.4482759,2415.764735,34.66666667,4.825,0.48186981,0.57550158,2.23332299,18.02212121,91.97450944,44.3039,2.4126,13.35560988,-2.56526859,0.03443324,30.55874422,587.167744,0.00498754,0.10885153,5521.064277,0.97858104,-28.29275307,2.18298769,0.07998824,295,2.6,0.59877059,72.052,25,1.21,1.77,1.77,1,0,0.601738189562584,-1.5650397680374,0.426449154033329,0.640368151731136,-1.27780664027018
"J11PRP8",0.601208352,0.363806688794677,177.5,6540.187445,8.35714286,4.105,0.58098339,0.64181406,1.76168078,15.33710526,49.24417906,49.55314892,2.5625,16.78842288,-3.21638312,0.02560363,71.29450175,1326.322214,0.0080339,0.13321151,8351.240621,0.94746487,-30.58699638,3.00604177,0.2354975,497,3.6,0.521722402,50.7753,12,1.864,2.092,1.18,1,0,0.462352994198921,-1.22346185092504,1.12150496885313,0.445918035138106,-1.34403175205932
"J11QUR19",1.35999393,0.566913781315054,173.2258065,8602.652067,31.5,7.135,0.5757518,0.79150968,1.0303641,93.28166667,52.99362147,47.3582,2.7166,11.4558948,1.19793022,0.03634079,281.2747697,1198.120273,0.06714133,0.10960146,42423.96939,0.21694006,-29.63957771,6.79996964,0.25897007,537,3.7,0.644045556,7.538,25,2.75,2.88,1.12,0,1,-0.230319660269302,-1.14803641071552,1.84182194084977,1.34367329096366,0.603910217981246
"J11QUR20",0.30398514,0.289826341145463,183.4482759,2827.123137,11.71428571,5.405,0.53281394,0.8245093,1.15040121,50.35888889,39.04198751,48.0477,2.5186,11.43280644,-0.45805687,0.011666,313.6379901,625.0836387,0.10685034,0.15978914,39892.44825,0.10150316,-31.12436089,1.5199257,0.05356798,266,1.7,0.600106744,45.66505,25,2.75,2.88,1.12,0,1,0.132516860959108,-1.05252419298253,1.17432224173827,0.0457563397607316,-0.490720594388047
"J11SOA10",1.269459158,0.376070115412849,171.25,6631.906161,12.66666667,4.585,0.53622138,0.67028674,0.53063803,19.17266667,47.28954414,45.9814,2.4735,15.18300142,-2.58542334,0.0329153,18.88733802,324.2869931,0.003831,0.09925968,3453.805612,0.87443773,-31.20744713,6.34729579,0.42863656,548,3.3,0.646514578,50.0795,10,2.59,1.77,1.27,1,0,0.0313703390831625,-1.15961820787692,0.98596377580422,0.537542641581289,-0.45443573460259
"J12ACP12",0.2430889,0.106079929168798,138.7755102,1877.633291,29.66666667,4.725,0.43984628,0.57552239,0.45502367,87.694,25.61178644,44.6355,2.7603,24.82237046,-4.66202457,0.02066084,38.49389995,608.4670665,0.00634745,0.09786107,6003.352164,0.80503595,-30.35851463,2.59012481,0.105713656,340,2,0.615268116,59.1578,10,3.56,2,1,1,0,-1.79048548785346,-0.448668797986572,0.158100895081822,0.80597628022139,-0.0323169600757691
"J12ACSP5",1.583825572,0.491811214958819,119.4871795,2491.920762,10.5,5.25,0.40696989,0.52083053,1.23511577,37.13263158,32.48667649,47.66448922,2.6486,23.6168195,-4.16811504,0.02052746,49.33750667,727.9098011,0.00991117,0.08481488,7034.151125,0.75139877,-30.99303467,7.91912786,0.08421976,466,3.3,0.62914485,48.09646667,5,3.31,2,2,1,0,-0.448052782573622,-1.42252708440158,0.396127380714304,-0.304772986312099,-1.24822905691355
"J12ACSP6",0.100075238,0.242308775846692,185.1851852,2319.218352,28,5.23,0.45068438,0.4928655,0.52641459,35.68266667,24.0639713,47.7578,2.1688,17.82658717,-4.07002552,0.0289815,47.60588338,671.0938253,0.00759214,0.09875028,6583.810822,0.71794756,-31.01059898,0.50037619,0.0058931,250,1.9,0.572153736,51.70015,5,3.31,2,2,1,0,-0.368184897044335,-1.27793245015044,0.416513908948657,0.0776344062420929,-1.66111697435132
"J12BEA9",0.436773484,0.0715457723275616,113.9534884,3221.141398,8.7,4.165,0.51153468,0.53620408,0.87336994,42.75666667,28.51407188,46.1042,3.0052,21.69067983,-3.36933619,0.02715784,36.51406789,706.0798152,0.00608387,0.08633522,6673.746305,0.98483548,-31.63055786,2.18386742,0.09276561,490,3.6,0.64538198,56.94745,25,3.17,3,2,1,0,-0.63572175359703,-1.3331192703927,0.292231229253206,1.26378733133832,-1.14890107416135
"J12OSV23",0.21705079,0.442486248421828,218.5714286,4006.367603,7.43333333,4.12,0.56089323,0.68459716,0.73311157,13.73934426,28.99415344,46.0314,2.2327,13.57853598,-1.74787031,0.02529114,56.04833807,1075.156402,0.00549807,0.13020421,3958.112769,0.97696502,-32.11829193,1.08525395,0.15297438,306,1.2,0.65495364,66.89305,12,4.58,3.25,1.07,1,0,-0.800621760020303,-0.951576047543282,0.543300991374126,2.05256470964357,-2.06723811938487
"J13ACSA24",0.648940012,0.147691684979035,192.3076923,5585.364453,15.28571429,4.645,0.55845393,0.71191047,1.50473538,61.291,35.92697133,48.86651541,3.2564,11.56210048,-1.4744834,0.03625565,27.11491109,465.6328105,0.01303862,0.0766186,4796.778911,0.874592,-31.44696838,3.24470006,0.06019311,500,3.6,0.574639616,40.553,35,4.76,2.88,3.37,1,0,-1.52208364873376,1.02744803511222,-0.662818576918047,-1.95283709870265,-0.860129646299247
"J13ACSP7",1.054082482,0.382376769735827,149.4444444,4123.382665,11.66666667,4.445,0.4769324,0.60311539,0.6343659,32.53529412,30.10305551,48.31938964,2.8408,20.36875688,-1.76346626,0.01539075,56.06808741,783.8481612,0.00835941,0.10801993,6514.697841,0.71201036,-30.39402229,5.27041241,0.06568645,538,3.6,0.63467794,49.6345,5,3.31,2,2,1,0,-2.13971277348577,1.20286000333881,-1.11233665059758,-1.05771708216239,-0.279576031813344
"J13ACSP8",0.354726298,0.251899345523008,145,5230.819322,21,4.885,0.44871301,0.5483356,0.48933649,34.16666667,24.02439024,48.7557,2.6311,18.72190079,-2.88287552,0.02298524,37.26393125,628.6783712,0.00450138,0.07509355,5925.892762,0.85923104,-31.60252937,1.77363149,0.02079727,522,4,0.62203742,48.064,5,3.31,2,2,1,0,-2.28760910950649,1.68303432768322,-0.886675985433933,0.646107233265974,-0.675644946870901
"J13FAG20",0.252568026,0.0468316397056725,161.875,13471.34555,10.71428571,4.63,0.65040747,0.72739803,0.72773261,37.70390244,25.07342191,46.1461,2.8689,9.4456574,-0.96030658,0.01160328,64.38250163,1218.153371,0.00921738,0.18722625,5654.656433,0.96361651,-31.12585052,1.26284014,0.09295709,777,4.7,0.666366456,71.54691667,25,4.75,1.5,1.5,1,0,-1.77823329167673,1.66694033028167,-0.396748149388511,0.486903991568223,-0.0728788784557775
"J13OSV26",0.33696974,0.0819888287376246,144.2696629,6833.020309,8.07142857,3.885,0.5992487,0.78401305,1.1254291,17.17127273,28.27131996,45.073,2.4086,9.30603294,-2.53599416,0.0385571,48.90520194,950.3364398,0.00902607,0.0821984,8119.236076,0.98967463,-31.92011078,1.68484871,0.25373194,642,5.7,0.757405408,65.0699625,12,4.58,3.25,1.07,1,0,-3.52068050733005,2.07596541970928,-1.16072336165304,0.44739475022138,1.16878764930569
"J13PRS12",0.0976190559999999,0.0711989050201926,130,4978.127227,10.28,4.34,0.52104651,0.71271293,0.92023121,11.2671831,31.22617098,46.246,3.0374,12.5725813,-1.90705495,0.03026472,29.48211646,564.2210024,0.00883652,0.1084898,4680.952465,0.97467696,-30.63553963,0.48809528,0.0241305,481,2.8,0.546957294,57.14171429,22,2.46,3.02,1.06,1,0,-1.9864614670233,1.32941417092556,-0.747699302208465,-1.63829176860697,0.0318623902344176
"J13PRV11",0.202405944,0.352905597211045,148.125,2094.310913,7.3,5.45,0.51578063,0.68231798,0.50252169,9.06952381,36.01806154,44.0291,2.6569,9.69541165,-2.52251895,0.03531128,42.25643332,776.8771439,0.00570869,0.14080954,4649.980335,0.93633146,-30.93036636,1.01202971,0.02014871,237,1.8,0.636186878,49.7331,9,2.59,2.88,1.11,1,0,-2.99977429882711,1.64478949203448,-1.12766191877187,-0.54840640272002,0.200161217213896
"J13TIA19",1.703837906,0.244614770377956,87.09677419,722.8055419,13.28571429,7.51,0.33217743,0.40144005,0.50485882,55.43,25.37735282,45.34640112,3.9354,20.19515274,-1.24091592,0.02690251,72.04761818,1156.327146,0.00875897,0.21675997,4656.409209,0.81739354,-31.7821067,8.51918953,0.92621832,405,2.3,0.490779304,61.748,35,3.98,2.88,1.26,1,0,-3.05970550601655,1.57812143106584,-1.36417781709282,0.131215411819481,-0.102962485067357
"J13ULA10",0.130697284,0.109745346926614,151.25,1027.469055,11.4,4.44,0.49057901,0.74729885,1.32294787,25.82230769,30.22133516,46.65590721,3.4313,17.64163555,-3.30410447,0.03765968,293.100871,1056.844286,0.04969007,0.18518976,10663.90478,0.18363861,-31.7619384,0.65348642,0.0309392,242,2,0.631477512,74.12768333,35,3.14,2.92,2.46,0,1,-1.83648484935388,1.23220766356527,-0.61054644713106,-2.08127201669276,-0.475383933039976
"J14ACP15",0.34450788,0.349701999476832,171.7391304,5115.83267,12.375,5.72,0.42398558,0.52564103,1.23930841,110.2985714,31.49244259,47.1443,2.553,12.64964795,-3.14985516,0.01592162,41.73657478,456.4228012,0.02233995,0.10102726,7827.635766,0.55695568,-29.22108711,1.72253941,0.14182488,395,2.9,0.57113687,46.18238,10,3.56,2,1,1,0,-2.42344479306118,2.30571001201452,-0.306357976583922,0.932477166020113,0.231747992314119
"J14ACSA27",0.685443928,0.145283415166158,195.625,12305.08805,18.375,5.455,0.53244074,0.7311985,1.54121978,61.759,41.88323429,48.9605,2.6059,10.1252913,-2.20423748,0.0303699,63.39940159,1004.164705,0.01772704,0.11784226,5520.495455,0.80665885,-30.94949005,3.42721965,0.06061751,626,4.5,0.560878192,51.176213334,35,4.76,2.88,3.37,1,0,-1.3200173438542,2.10549674533206,0.366845408567837,-0.834808372007635,-0.276377112847085
"J14ACSP11",0.535582328,1.4933534535077,171.4285714,1328.629257,5.41666667,4.535,0.45611326,0.52755267,1.74347435,51.9695,21.05080865,47.999,2.3429,16.9777863,-0.51064341,0.02327516,36.84737833,565.8915918,0.0145845,0.08130048,6318.334843,0.78216208,-29.96210991,2.67791164,0.03191856,240,1.7,0.55430267,53.1563,5,3.31,2,2,1,0,-1.82738116519266,1.50482640608388,-0.413169050774304,-0.329616360193088,0.21744749483634
"J14BEA10",1.594323432,1.03834551686163,136.8965517,2436.466273,31.75,3.6,0.49452365,0.54211823,2.542,25.3846875,33.82944935,46.8912,2.5797,12.17261915,0.34898068,0.02298715,58.51915718,1121.486081,0.00577567,0.11481248,5319.273125,0.97603622,-32.61167465,7.97161717,0.32735512,397,3.8,0.601215652,56.99505,25,3.17,3,2,1,0,-0.92277486748061,1.89030713221082,0.685917094557834,-0.610262166944234,0.811671675487526
"J14BEA12",3.534593338,0.832731298795974,140.4878049,5265.439736,56,3.25,0.47726599,0.6049548,2.15457116,38.40714286,41.65891761,47.8637,3.167,12.77897573,-0.95741643,0.02896902,48.49147015,925.7118071,0.00282876,0.12087591,6692.063989,0.97225584,-31.66028641,17.67296669,0.70041523,576,4.5,0.56947646,52.6683,25,3.17,3,2,1,0,-1.4221219542375,1.75395635340175,-0.0192907294341251,0.737206883101351,-1.63388276101756
"J14FAG22",0.192843092,0.0800747252392913,210.7407407,7410.661838,13.2,3.29,0.65690946,0.74216216,1.96346154,48.657,29.28663913,45.8051,2.3655,8.68887427,-1.58122923,0.02255516,42.33630965,782.885889,0.00667727,0.12212433,5375.534918,0.94179326,-31.60340752,0.96421546,0.07168499,569,5.2,0.63312883,71.917743334,25,4.75,1.5,1.5,1,0,-1.75964402920147,2.39544406088608,0.466991277649626,0.183775326617508,-0.639802968661876
"J14QUR23",1.773511402,0.859329822544135,230.3571429,15853.69541,16.8,6.755,0.50893719,0.60900804,1.53727933,62.09076923,43.91007375,49.6112,3.2209,15.87642718,1.87381216,0.04016154,443.5874191,3774.238038,0.05070802,0.1776223,27460.06187,0.43333142,-31.30403648,8.86755701,0.2985214,645,4.1,0.49939723,54.622538334,25,2.75,2.88,1.12,0,1,-1.2822926190179,1.64546718107916,0.666744834379116,0.00410171474642133,0.273592512813612
"J14TIA20",0.242755146,0.420268207686108,131.5,1116.221958,20.8,7.23,0.30370114,0.38855055,0.78916664,103.2092308,22.21029723,46.5035,3.5105,23.55205352,-0.13160646,0.02597612,54.06215394,866.7786641,0.01473181,0.15214101,6147.623912,0.81655413,-30.8,1.21377572,0.1206507,263,1.9,0.38969617,53.849621,35,3.98,2.88,1.26,1,0,-2.20664535926562,2.02446956541996,-0.2173636861691,0.48280815275496,-0.554177111606834
"J14TIA21",0.418447928,0.304911451631269,174.893617,2517.253928,11.83333333,6.335,0.35808079,0.33443049,1.13026978,83.00692308,26.85596197,41.7506,3.3212,19.54090899,-0.79484407,0.04123608,71.48508607,1131.751286,0.01818432,0.16671223,4647.517459,0.80631671,-31.68472038,2.09223964,0.24520957,411,3.1,0.45555347,73.7797,35,3.98,2.88,1.26,1,0,-2.2909711222518,2.26180619336673,0.346985279233951,0.930524165362751,-0.294792724137198
"J15ACP-a",1.432809358,0.952290086640462,159.6551724,3254.23961,39.25,5.615,0.3216151,0.43548515,1.37856526,112.8966667,31.45944669,42.9891,2.85,15.69468569,-4.52976229,0.01218647,52.08027305,765.4317578,0.00867094,0.09747456,9298.717148,0.74851987,-30.74140404,7.16404679,0.44743197,463,3.7,0.51766322,49.024958668,10,3.56,2,1,1,0,1.25951653312264,1.3716247479829,0.482000408727859,-1.38096587326493,0.225510991975149
"J15ACR-a",0.943644942,0.717580359363254,171.4285714,2912.64875,13.16666667,4.625,0.38294118,0.42304965,2.82151835,37.997,42.27965366,48.0353,2.3953,15.85429615,-2.58899714,0.016653,58.94544832,969.3757654,0.01074328,0.10175811,10818.11392,0.83755241,-31.73544014,4.71822472,0.16028699,360,2.8,0.49824664,48.8939,25,3.44,1.84,3.08,1,0,1.2143206567968,0.96845110061643,0.0316381524880498,-0.865690058101939,-0.00980811922815552
"J15ACR-c",1.863067582,0.31846643463127,158.4,5448.11422,13.55555556,5.355,0.42826844,0.5292511,2.21364773,25.04,42.20306333,50.9109,2.8395,15.24056837,-4.33036734,0.02189413,26.2371802,380.0854237,0.01017994,0.073275,5797.043931,0.73779238,-31.52756775,9.31533791,0.35391768,594,4,0.488678182,47.241,25,3.44,1.84,3.08,1,0,1.33629491583822,1.93907567204021,1.09221064385968,-1.69200296677398,0.844874548712881
"J15ACSP-b",0.386909636,0.944530748341518,203.6363636,4740.124905,16,4,0.39019858,0.49773232,1.06,42.63117647,23.56739751,45.6722,2.8378,17.22311319,-2.10335214,0.02530706,42.84259698,606.9839222,0.00895403,0.08847547,7718.646331,0.72155844,-31.77197495,1.93454819,0.01972603,336,1.8,0.594388554,46.991525,5,3.31,2,2,1,0,1.32050138251645,1.29262383006323,0.577856434870778,-1.03909369784325,0.418238271647633
"J15AMSP-a",0.187278428,0.126825467834633,166.1904762,5222.612837,13.57142857,3.645,0.59952655,0.88900285,0.70034331,13.45916667,31.17454028,49.2809,3.131,15.66918152,-3.22962262,0.00332284,60.26505576,1150.580382,0.00325106,0.17682779,6074.656803,0.97234752,-32.03238533,0.93639214,0.04336772,349,2.8,0.79874446,58.189,12,3.392,2.478,1.08,1,0,1.41789595558214,1.01921234545785,0.280626843941445,-0.793682638318605,0.148272674670785
"J15BEPA-b1",3.236325338,1.09200453252332,150.6818182,5137.785216,27.2,4.585,0.47118025,0.5268472,1.79784173,27.61533333,46.32691983,42.1064,2.8209,15.02106259,-6.00211741,0.03133992,82.89620538,1571.629987,0.00840046,0.14359533,7163.109461,0.96557445,-31.22503937,16.18162669,0.49539511,663,5.3,0.466995178,63.0203,25,1.54,2.02,1.25,1,0,1.267536951988,2.05402445403223,1.00803095274325,-1.89642211040079,0.316765574182166
"J15BEPA-b2",0.59664566,2.66927144250177,222.2222222,6888.454665,24.83333333,4.49,0.50527753,0.52697548,0.74933511,18.62756757,32.03621485,48.6321,2.9738,14.68436838,-4.96841328,0.0136914,70.16679988,1337.242784,0.00610353,0.1498769,2993.648385,0.97061881,-32.70044456,2.98322831,0.09793974,400,2.5,0.494335992,61.932475,25,1.54,2.02,1.25,1,0,1.29043946344353,1.08811519026592,0.207768617865008,-0.916869408375201,0.154481174795297
"J15BEPO-a",0.02283478,0.787953045107931,223.8888889,5818.338467,12.16666667,3.1,0.46562819,0.45247934,0.68944571,11.94222222,39.82136211,50.7708,3.6811,16.8958296,-4.18897694,0.0168424,53.77210141,1017.395497,0.00146399,0.12466016,3629.590954,0.96361358,-31.52655716,0.1141739,0.092016,403,2.5,0.55926104,51.15735,15,1.5,2.34,1,1,0,1.28430955893216,0.898090870054572,0.118904616062999,-0.623613943648999,0.302098336328513
"J15BEPO-g",0.077649528,0.689026820819034,135.7142857,1488.914081,25,3.87,0.51230439,0.55245098,0.83725136,14.88571429,43.66602687,52.4109,3.0771,15.2580961,-4.14349749,0.01812927,79.20801635,1518.669131,0.00294492,0.14071503,8655.503125,0.97648177,-29.2424321,0.38824763,0.344266,380,2.7,0.448458196,32.29413333,15,1.5,2.34,1,1,0,-0.28029332533206,1.55713293083365,-0.642550591431744,0.350086173506808,0.852174479410077
"J15COA-a",1.884116512,0.43509608468848,130,3548.294708,12.4,5.145,0.51922413,0.57478211,0.68994049,25.0115,31.84535114,46.0705,3.5026,14.18233839,-3.75642865,0.01938724,30.37509485,545.8519581,0.00921504,0.07764862,7080.196497,0.91522387,-31.11316345,9.42058256,1,520,4.3,0.534104262,44.377675,10,4,1.77,1.02,1,0,0.91640563853897,1.33743870976922,0.120491296608051,-0.692285842383657,-0.0552205378221731
"J15COA-c",1.350629586,4.14326319411203,190,1637.529676,14.125,4.075,0.48094724,0.55031142,1.70535714,19.41361111,41.83777132,45.7839,2.2701,11.04069406,-7.72013832,0.01790586,102.8680229,1607.283947,0.00752084,0.16626109,11619.43421,0.7957604,-30.59413422,6.75314793,0.66400457,228,2,0.539626934,32.23313333,10,4,1.77,1.02,1,0,0.305133702447236,2.16193676169566,0.568176732495996,-1.36947866509735,0.97580289884546
"J15FAG-b",3.219262996,0.84572407724611,138.0487805,6609.212514,100,3.735,0.54894003,0.77093964,1.36517267,55.36714286,37.38679464,49.8897,2.9551,14.01008597,-2.48085396,0.01962115,71.09033709,1281.456724,0.00369214,0.13798901,8524.020791,0.91804397,-31.3911203,16.09631497,1,566,4.1,0.58916616,0,25,4.75,1.5,1.5,1,0,1.31562040659465,1.15329333980651,0.477125674294019,-1.12690477966372,0.296218789045241
"J15FRA-a",0.462891058,1.07224023359952,292,14352.30577,26,5.835,0.32724689,0.74078136,2.00427981,209.1675,35.40224939,46.4879,3.7141,14.26941646,-5.20986921,0.02653927,320.6846095,1465.067391,0.05869626,0.10775733,33922.51293,0.23267493,-31.43281021,2.31445529,0.09890297,438,2.3,0.64488449,86.162,30,2.46,2.38,2.59,0,1,1.33294884925661,1.68960007034658,0.77057689499077,-1.58017115871086,0.306690912340873
"J15OSV-a",1.202547004,1.6595629380508,192,3048.106678,16.4,3.475,0.5089077,0.68135338,2.33439288,34.51033333,31.53644802,49.8841,3.126,10.00743357,-5.42094566,0.02264677,100.3188876,1898.26541,0.01432631,0.14547724,8205.962577,0.9637055,-31.50998352,6.01273502,0.76898563,384,2.7,0.61643836,77.442,12,4.58,3.25,1.07,1,0,1.28585643846697,1.46118375750342,0.503545290195428,-1.43283675707497,0.0120379813466969
"J15PRP-a",0.545728102,0.219558090029098,116.2857143,1400.873134,19.11111111,3.675,0.56482055,0.37564356,1.29269216,10.84082192,30.74376406,49.2471,3.5877,12.28176582,-6.27294268,0.02008599,39.94281361,770.6508274,0.00567115,0.10594545,6158.982348,0.98262793,-29.95290039,2.72864051,0.20781858,407,3.1,0.460073746,57.60102,12,2.69,1.77,1.228,1,0,1.28749762197571,1.36848180581705,0.462211270893836,-1.38149508939876,0.108625034732922
"J15PRP-b",NA,NA,155.5844156,5964.665696,23.75,3.25,0.44035873,0.4814557,2.36383285,17.6537037,44.58197839,47.1953,3.3241,21.37437474,-4.90096653,0.01957005,66.23982588,1227.531503,0.00444861,0.16212219,4637.012192,0.94380783,-29.95269669,6.118131632,0.532293598,599,4.6,0.42626625,79.4475,12,2.392,2.348,1.2,1,0,1.36784966167756,1.4434260119376,0.635793222676895,-1.28373479767333,0.25734467652202
