"","BAI_GR","BIO_GR","Height.DBH.Ratio","Estem","Branching.Distance","Twig.Diameter","Twig.Wood.Density","Stem.Wood.Density","Leaf.Mass.Fraction","Leaf.Area","LMA","LCC","LNC","LPC","d15N","t.b2","Ks","Ktwig","Huber.Value","X.Lum","VD","X.Sapwood","d13C","Biomass5","pcent.max.Bio5","Tree.Height","Branch.Height","Root.Wood.Density","Twig.branching.angle","Hmax","Shade.Tolerance","Drought.Tolerance","WaterLogging.Tolerance","Porosity_Diffuse","Porosity_Ring","Soil.Fertility","Light","Temperature","Soil.Humidity.Depth.","Slope_Phosphorus"
"J9AMSP10",0.200714706,0.121185632142107,137.9166667,3975.096801,9.41176471,4.835,0.60286658,0.84514631,0.37477299,11.738,78.54830465,49.5391,2.2894,21.80056847,-3.83414637,0.01428307,34.73584095,659.2453341,0.00160057,0.13689987,3738.919991,0.96658346,-28.65737923,1.00357353,0.04673808,331,2.5,NA,NA,12,NA,NA,NA,1,0,-2.6396878861984,-1.09363308960934,-1.1913104517803,-0.952299317846048,0.0227696192446019
"J9BEPA13",0.490158872,0.0664952854639009,159.7297297,5608.844101,21.77777778,4.8,0.53749965,0.57468635,0.8321714,13.53244444,61.05491329,49.0059,2.5393,16.77848551,-4.94835289,0.02809252,57.40408467,1079.963672,0.00683297,0.14793763,5609.319744,0.95815652,-28.89219841,2.45079436,0.08559089,591,4.5,0.55596601,58.915675,25,1.54,2.02,1.25,1,0,-0.111659913334211,-1.29320825255059,0.516260099205609,1.1252769847711,-1.01906098548608
"J9FAG13",0.820475418,0.409148760471463,193.6842105,4413.843152,33.33333333,4.56,0.59454489,0.72622222,1.61581292,59.16230769,47.24941816,50.68777912,2.5719,12.47396027,-4.58247986,0.02456549,29.70937159,567.7908232,0.00630281,0.08968823,9924.109107,0.97334099,-29.59995872,4.1023771,0.276038,368,2.4,0.64811133,65.8951,25,4.75,1.5,1.5,1,0,-0.10670496255928,-1.57012659316268,0.400242371158753,1.45713351473041,-0.291826998883118
"J9FRA16",0.14816709,0.143845316580885,217.7142857,9645.28069,38.5,6.15,0.45384384,0.75636364,1.1465326,198.159,30.94484732,45.9654,2.6755,18.95454983,-4.12155104,0.04368679,579.4686866,1181.572378,0.13328665,0.18094116,31288.14042,0.10384856,-31.5878421,0.74083546,0.04390492,381,2.3,0.51669675,60.80033333,30,2.46,2.38,2.59,0,1,0.0410313542791209,-1.37373376389405,0.807689461759764,0.930121759826693,-1.01156813217828
"J9PRP5",0.597134218,0.142094313923407,96.33333333,994.050196,27.5,4.91,0.48074402,0.57335013,1.23002634,11.41414286,38.69885731,49.4819,3.4409,22.49585465,-4.51161469,0.02314351,55.37436209,1052.315633,0.00587856,0.11288931,5487.235564,0.96784853,-28.39112366,2.98567109,0.19354565,289,2.6,0.75991501,56.9946,12,NA,NA,NA,1,0,-0.819302445761717,-1.99358277170294,-0.7799818800434,0.570879843850854,-0.67207788843182
"J9PRP6",2.020267208,0.369512296754189,113.6,3940.672723,19.22222222,5.9,0.45628188,0.58290271,1.01265823,10.62724138,59.5898634,49.5655,3.1537,24.97578579,-5.29599035,0.02116635,30.67862373,570.9240481,0.00809211,0.09870045,4701.045194,0.94779099,-26.91909874,10.10133604,0.62149782,568,3.9,0.52955368,52.10125,12,NA,NA,NA,1,0,-0.792684278636172,-2.00938273514705,-0.782833821174376,0.0681768486993394,-0.294870384785599
"J9PRV10",0.251031082,0.1931208881848,152,1955.545221,6.95454546,4.975,0.53053189,0.71557312,0.37092333,9.50548387,46.4248142,43.5688,2.8632,14.78280276,-5.58977953,0.02499874,34.61868936,653.9982345,0.00404861,0.10759389,4678.094025,0.96213511,-29.30393494,1.25515541,0.02570384,228,1.7,0.51022395,56.28175,9,2.59,2.88,1.11,1,0,-0.388132249534806,-1.55319097436212,-0.28271408656374,0.560846363560107,-1.38488597707978
"J9PRV8b",0.311996436,0.498669501744209,155.625,2292.457711,7.875,5.895,0.54411729,0.69879779,0.60327333,8.70166667,71.05918406,49.0766,3.3377,19.40119266,-5.91351194,0.03086108,22.89202775,405.6160418,0.00365451,0.07972133,4880.961265,0.90240391,-27.51932449,1.55998218,0.03276432,249,1.7,NA,59.24633333,9,2.59,2.88,1.11,1,0,-1.85403609845194,-1.59956152958519,-0.909980124989239,-0.471268803299723,-0.640972346838658
"J9PRV9",0.588170036,0.296655489399421,125,1941.782298,10.7,4.875,0.55158934,0.71989744,0.54095283,9.76,45.40983607,47.8518,2.7216,18.00952725,-5.40096916,0.01840548,56.87120191,995.4831605,0.00393756,0.1447229,6177.375344,0.89148003,-30.37834404,2.94085018,0.06261492,275,2,NA,52.45166667,9,2.59,2.88,1.11,1,0,-1.53835161139862,-1.64108399032428,-0.85465410373583,-0.101705403270862,-0.383923426461037
"J9SOA8",0.30790942,0.0924932737045168,111.4285714,2465.503301,42,8.685,0.38176002,0.64789224,1.90386907,133.1893333,88.09013735,51.7693,2.6102,26.53096253,-4.25631691,0.03369815,24.4274273,348.5811098,0.06060137,0.13466913,2791.596375,0.72676872,-27.57076729,1.5395471,0.07401841,390,3.2,NA,53.7074,10,2.59,1.77,1.27,1,0,-0.782178157363848,-1.79392697671568,-0.595243529572804,0.644776608385399,-0.289382334495283
"J9SOA9",1.230980656,0.21935292591222,101.3953488,1629.089001,10.4,10.365,0.44517016,0.58740097,0.54615454,65.61714286,65.32482801,51.8091,2.9684,24.91140915,-4.7169096,0.04679614,32.84618836,449.432128,0.01484025,0.17595502,3265.721909,0.69686595,-28.43337364,6.15490328,0.34506716,436,2.9,NA,81.9016,10,2.59,1.77,1.27,1,0,-0.649745683561411,-1.99453223909523,-0.782187869510905,0.0581497962058933,-0.206595129648118
